"","yrwk","year","week","cases","casesSouth","casesWest","casesEast","pop","popSouth","popWest","popEast"
"1193",201749,2017,49,11,3,7,1,3995587,547116,1022378,1707992
"1194",201750,2017,50,4,0,4,0,3995587,547116,1022378,1707992
"1195",201751,2017,51,6,0,4,2,3995587,547116,1022378,1707992
"1196",201752,2017,52,5,2,1,1,3995587,547116,1022378,1707992
"1197",201801,2018,1,2,1,1,0,4034726,552825,1029901,1728750
"1198",201802,2018,2,3,0,2,1,4034726,552825,1029901,1728750
"1199",201803,2018,3,4,2,1,1,4034726,552825,1029901,1728750
"1200",201804,2018,4,3,2,1,0,4034726,552825,1029901,1728750
"1201",201805,2018,5,1,1,0,0,4034726,552825,1029901,1728750
"1202",201806,2018,6,3,1,1,1,4034726,552825,1029901,1728750
"1203",201807,2018,7,4,1,1,2,4034726,552825,1029901,1728750
"1204",201808,2018,8,2,1,1,0,4034726,552825,1029901,1728750
"1205",201809,2018,9,2,1,1,0,4034726,552825,1029901,1728750
"1206",201810,2018,10,3,0,2,1,4034726,552825,1029901,1728750
"1207",201811,2018,11,1,0,0,1,4034726,552825,1029901,1728750
"1208",201812,2018,12,3,2,1,0,4034726,552825,1029901,1728750
"1209",201813,2018,13,0,0,0,0,4034726,552825,1029901,1728750
"1210",201814,2018,14,1,0,1,0,4034726,552825,1029901,1728750
"1211",201815,2018,15,5,3,1,1,4034726,552825,1029901,1728750
"1212",201816,2018,16,4,0,0,3,4034726,552825,1029901,1728750
"1213",201817,2018,17,5,3,2,0,4034726,552825,1029901,1728750
"1214",201818,2018,18,4,1,3,0,4034726,552825,1029901,1728750
"1215",201819,2018,19,3,0,3,0,4034726,552825,1029901,1728750
"1216",201820,2018,20,3,1,1,0,4034726,552825,1029901,1728750
"1217",201821,2018,21,1,1,0,0,4034726,552825,1029901,1728750
"1218",201822,2018,22,1,0,1,0,4034726,552825,1029901,1728750
"1219",201823,2018,23,2,0,1,1,4034726,552825,1029901,1728750
"1220",201824,2018,24,3,2,1,0,4034726,552825,1029901,1728750
"1221",201825,2018,25,6,2,3,1,4034726,552825,1029901,1728750
"1222",201826,2018,26,9,3,4,1,4034726,552825,1029901,1728750
"1223",201827,2018,27,3,1,2,0,4034726,552825,1029901,1728750
"1224",201828,2018,28,6,3,2,0,4034726,552825,1029901,1728750
"1225",201829,2018,29,7,0,5,2,4034726,552825,1029901,1728750
"1226",201830,2018,30,5,3,1,1,4034726,552825,1029901,1728750
"1227",201831,2018,31,9,2,7,0,4034726,552825,1029901,1728750
"1228",201832,2018,32,12,6,6,0,4034726,552825,1029901,1728750
"1229",201833,2018,33,12,4,4,3,4034726,552825,1029901,1728750
"1230",201834,2018,34,10,4,4,1,4034726,552825,1029901,1728750
"1231",201835,2018,35,14,8,5,1,4034726,552825,1029901,1728750
"1232",201836,2018,36,4,2,2,0,4034726,552825,1029901,1728750
"1233",201837,2018,37,10,4,2,3,4034726,552825,1029901,1728750
"1234",201838,2018,38,10,1,5,2,4034726,552825,1029901,1728750
"1235",201839,2018,39,10,4,3,2,4034726,552825,1029901,1728750
"1236",201840,2018,40,9,4,3,2,4034726,552825,1029901,1728750
"1237",201841,2018,41,14,4,7,2,4034726,552825,1029901,1728750
"1238",201842,2018,42,7,3,2,2,4034726,552825,1029901,1728750
"1239",201843,2018,43,11,5,6,0,4034726,552825,1029901,1728750
"1240",201844,2018,44,7,4,0,2,4034726,552825,1029901,1728750
"1241",201845,2018,45,8,4,3,0,4034726,552825,1029901,1728750
"1242",201846,2018,46,6,3,2,1,4034726,552825,1029901,1728750
"1243",201847,2018,47,4,1,2,1,4034726,552825,1029901,1728750
"1244",201848,2018,48,7,2,4,0,4034726,552825,1029901,1728750
"1245",201849,2018,49,9,3,5,1,4034726,552825,1029901,1728750
"1246",201850,2018,50,2,1,1,0,4034726,552825,1029901,1728750
"1247",201851,2018,51,3,1,0,2,4034726,552825,1029901,1728750
"1248",201852,2018,52,0,0,0,0,4034726,552825,1029901,1728750
"1249",201901,2019,1,7,1,3,3,4072755,557207,1034926,1749827
"1250",201902,2019,2,4,1,1,1,4072755,557207,1034926,1749827
"1251",201903,2019,3,3,0,1,2,4072755,557207,1034926,1749827
"1252",201904,2019,4,1,0,0,1,4072755,557207,1034926,1749827
"1253",201905,2019,5,2,2,0,0,4072755,557207,1034926,1749827
"1254",201906,2019,6,2,0,0,1,4072755,557207,1034926,1749827
"1255",201907,2019,7,4,0,1,2,4072755,557207,1034926,1749827
"1256",201908,2019,8,3,0,1,1,4072755,557207,1034926,1749827
"1257",201909,2019,9,2,0,0,3,4072755,557207,1034926,1749827
"1258",201910,2019,10,1,1,0,0,4072755,557207,1034926,1749827
"1259",201911,2019,11,5,2,2,1,4072755,557207,1034926,1749827
"1260",201912,2019,12,3,2,1,0,4072755,557207,1034926,1749827
"1261",201913,2019,13,3,2,0,1,4072755,557207,1034926,1749827
"1262",201914,2019,14,0,0,0,0,4072755,557207,1034926,1749827
"1263",201915,2019,15,3,1,1,1,4072755,557207,1034926,1749827
"1264",201916,2019,16,0,0,0,0,4072755,557207,1034926,1749827
"1265",201917,2019,17,2,0,1,1,4072755,557207,1034926,1749827
"1266",201918,2019,18,1,0,0,1,4072755,557207,1034926,1749827
"1267",201919,2019,19,1,1,0,0,4072755,557207,1034926,1749827
"1268",201920,2019,20,1,0,1,0,4072755,557207,1034926,1749827
"1269",201921,2019,21,3,2,0,0,4072755,557207,1034926,1749827
"1270",201922,2019,22,1,1,0,1,4072755,557207,1034926,1749827
"1271",201923,2019,23,4,3,1,0,4072755,557207,1034926,1749827
"1272",201924,2019,24,8,6,1,1,4072755,557207,1034926,1749827
"1273",201925,2019,25,1,0,1,0,4072755,557207,1034926,1749827
"1274",201926,2019,26,6,1,4,1,4072755,557207,1034926,1749827
"1275",201927,2019,27,7,0,3,3,4072755,557207,1034926,1749827
"1276",201928,2019,28,7,2,3,3,4072755,557207,1034926,1749827
"1277",201929,2019,29,10,4,2,4,4072755,557207,1034926,1749827
"1278",201930,2019,30,9,2,3,2,4072755,557207,1034926,1749827
"1279",201931,2019,31,13,4,6,2,4072755,557207,1034926,1749827
"1280",201932,2019,32,9,3,3,2,4072755,557207,1034926,1749827
"1281",201933,2019,33,7,3,2,4,4072755,557207,1034926,1749827
"1282",201934,2019,34,8,1,2,2,4072755,557207,1034926,1749827
"1283",201935,2019,35,18,3,5,8,4072755,557207,1034926,1749827
"1284",201936,2019,36,5,0,4,2,4072755,557207,1034926,1749827
"1285",201937,2019,37,10,0,7,2,4072755,557207,1034926,1749827
"1286",201938,2019,38,10,4,4,2,4072755,557207,1034926,1749827
"1287",201939,2019,39,19,6,9,3,4072755,557207,1034926,1749827
"1288",201940,2019,40,12,4,5,3,4072755,557207,1034926,1749827
"1289",201941,2019,41,15,1,9,4,4072755,557207,1034926,1749827
"1290",201942,2019,42,15,2,8,3,4072755,557207,1034926,1749827
"1291",201943,2019,43,13,3,6,5,4072755,557207,1034926,1749827
"1292",201944,2019,44,18,4,6,7,4072755,557207,1034926,1749827
"1293",201945,2019,45,5,1,2,1,4072755,557207,1034926,1749827
"1294",201946,2019,46,13,1,8,3,4072755,557207,1034926,1749827
"1295",201947,2019,47,11,2,7,0,4072755,557207,1034926,1749827
"1296",201948,2019,48,7,3,1,3,4072755,557207,1034926,1749827
"1297",201949,2019,49,11,4,5,2,4072755,557207,1034926,1749827
"1298",201950,2019,50,9,4,3,2,4072755,557207,1034926,1749827
"1299",201951,2019,51,6,2,2,2,4072755,557207,1034926,1749827
"1300",201952,2019,52,0,0,0,0,4072755,557207,1034926,1749827
